key	men	horse	guns	officer	musician	standard_bearer	soldier_model	man_entity	man_animations_table	equipment_theme	armour	armour_audio	man_health	mount_model	mount_entity	mount_animations_table	mount_armour	mount_health	articulated_entity	ammo_caisson_entity	ammo_caisson_model	artillery_model	siege_gun	gun_type	primary_missile_weapon	core_marksmanship	core_loading_skill	primary_missile_attack	firing_mechanism	default_missile_type	ammo	skeleton_missile	melee_weapon_type	melee_attack	charge_bonus	dismounted_melee_attack	dismounted_charge_bonus	melee_defence	shield_bonus	skeleton_melee	pistols	unit_drill_set	unit_training_level	morale	rank_depth	close_formation_spacing_horizontal	close_formation_spacing_vertical	loose_formation_spacing_horizontal	loose_formation_spacing_vertical	dismounted_close_formation_spacing_horizontal	dismounted_close_formation_spacing_vertical	dismounted_loose_formation_spacing_horizontal	dismounted_loose_formation_spacing_vertical	base_density	melee_bonus_vs_cavalry	grenades	skirmish	guard_mode	can_dismount	can_place_stakes	cannot_run	can_rally	hide_medium_woodland	hide_scrub	hide_long_grass	hide_buildings	can_stalk	can_snipe	does_fire_mounted_by_default	tree_spot_distance	scrub_spot_distance	long_grass_spot_distance	campmap_stealth	campmap_policing_bonus	disciplined	impetuous	scares_horses	fear_effect	inspire	fatigue_resistant	siege_ladders	heat_resistance	cold_resistance	can_do_formed_attack	pike_wall	pike_square	is_immune_to_attrition	can_fire_mounted_whilst_moving	musician_2	ammo_caisson_destroyed_model	ammo_caisson_destruction	all_ranks_fire	guerrilla_deployment	audio_selected	audio_retreat	audio_engaged_in_battle	audio_idle	audio_enemy_approaching	audio_being_charged	audio_being_flanked	audio_wavering	can_climb_fast	can_fire_at_buildings	can_fire_at_ground	armour_piercing_missile_attack	armour_piercing_melee_attack	loose_formation	close_formation_spacing_variation	loose_formation_spacing_variation	dismounted_close_formation_spacing_variation	dismounted_loose_formation_spacing_variation	bulletproof
Cav_Missile_Bow_Cavalry	80	80	0	officer_bow			euroline	shogun_inf_samurai	shogun_man_bow_katana	shogun_cavalry_yumi	4	leather	1	shogun_horse_samurai	shogun_horse_bow	shogun_mount_horse_katana	3	1					false		bow	60	30	0	none	shogun_arrow_rider	25	mounted_bow	sabre	6	10	6	6	2	0	mounted_slash	0	drill_set_cavalry	well_trained	10	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	true	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	true				true	false	Unit_type_selection_Yumi_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Missile_Bow_Cavalry_MP	80	80	0	officer_bow			euroline	shogun_inf_samurai	shogun_man_bow_katana	shogun_cavalry_yumi	4	leather	1	shogun_horse_samurai	shogun_horse_bow	shogun_mount_horse_katana	3	1					false		bow	60	30	0	none	shogun_arrow_rider	25	mounted_bow	sabre	6	10	6	6	2	0	mounted_slash	0	drill_set_cavalry	well_trained	10	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	true	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	true				true	false	Unit_type_selection_Yumi_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Missile_Bow_Cavalry_Takeda	80	80	0	officer_bow			euroline	shogun_inf_samurai	shogun_man_bow_katana	shogun_cavalry_yumi	4	leather	1	shogun_horse_samurai	shogun_horse_bow	shogun_mount_horse_katana	3	1					false		bow	65	35	0	none	shogun_arrow_rider	25	mounted_bow	sabre	7	11	5	8	3	0	mounted_slash	0	drill_set_cavalry	well_trained	12	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	true	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	true				true	false	Unit_type_selection_Yumi_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Missile_Donderbuss_Cavalry	80	80	0	officer_carbine			euroline	shogun_inf_samurai	shogun_man_donderbuss	shogun_donderbuss	6	leather	1	shogun_horse_samurai	shogun_horse_bow	shogun_mount_horse_katana	3	1					false		musket	45	25	0	none	shogun_donderbuss	10	mounted_carbine	sabre	12	15	5	6	2	0	mounted_slash	0	drill_set_cavalry	well_trained	12	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	false	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	true				true	false	Unit_type_selection_Otomo_Donderrbuss_Cavalry	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Missile_Donderbuss_Cavalry_MP	80	80	0	officer_carbine			euroline	shogun_inf_samurai	shogun_man_donderbuss	shogun_donderbuss	6	leather	1	shogun_horse_samurai	shogun_horse_bow	shogun_mount_horse_katana	3	1					false		musket	45	25	0	none	shogun_donderbuss	10	mounted_carbine	sabre	12	15	5	6	2	0	mounted_slash	0	drill_set_cavalry	well_trained	12	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	true	false	true	false	false	false	true	false	false	false	false	false	true	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	true				true	false	Unit_type_selection_Otomo_Donderrbuss_Cavalry	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Great_Guard	80	80	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_infantry_yari	7	leather	1	shogun_horse_samurai	shogun_horse_katana	shogun_mount_horse_yari	6	1					false			0	0	0	none		0		spear	15	35	10	15	5	0	mounted_lance	0	drill_set_cavalry	well_trained	15	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	15	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	true	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Oban	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Great_Guard_MP	80	80	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_infantry_yari	7	leather	1	shogun_horse_samurai	shogun_horse_katana	shogun_mount_horse_yari	6	1					false			0	0	0	none		0		spear	15	35	10	15	5	0	mounted_lance	0	drill_set_cavalry	well_trained	15	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	15	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	true	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Oban	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Great_Guard_Takeda	80	80	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_infantry_yari	7	leather	1	shogun_horse_samurai	shogun_horse_katana	shogun_mount_horse_yari	6	1					false			0	0	0	none		0		spear	17	35	12	17	6	0	mounted_lance	0	drill_set_cavalry	well_trained	16	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	15	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	true	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Oban	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Light_Cavalry	60	60	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_cavalry_yari	2	leather	1	shogun_horse_ronin	shogun_horse_yari	shogun_mount_horse_yari	4	1					false			0	0	0	none		0		spear	4	20	4	8	1	0	mounted_lance	0	drill_set_cavalry	well_trained	8	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	7	false	false	false	true	false	false	false	true	false	false	false	false	false	false	125.0000	150.0000	200.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Light_Cavalry	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Light_Cavalry_MP	60	60	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_cavalry_yari	2	leather	1	shogun_horse_ronin	shogun_horse_yari	shogun_mount_horse_yari	4	1					false			0	0	0	none		0		spear	4	20	4	8	1	0	mounted_lance	0	drill_set_cavalry	well_trained	8	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	7	false	false	false	true	false	false	false	true	false	false	false	false	false	false	125.0000	150.0000	200.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Light_Cavalry	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Light_Cavalry_Takeda	60	60	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_cavalry_yari	2	leather	1	shogun_horse_ronin	shogun_horse_yari	shogun_mount_horse_yari	4	1					false			0	0	0	none		0		spear	5	20	5	10	2	0	mounted_lance	0	drill_set_cavalry	well_trained	10	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	7	false	false	false	true	false	false	false	true	false	false	false	false	false	false	125.0000	150.0000	200.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Light_Cavalry	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Naginata_Warrior_Monk_Cavalry	80	80	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_cavalry_naginata	2	leather	1	shogun_horse_samurai	shogun_horse_katana	shogun_mount_horse_yari	5	1					false			0	0	0	none		0		spear	12	12	12	7	7	0	mounted_lance	0	drill_set_cavalry	well_trained	15	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	7	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Naginata_warrior_monk_cavalry	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Naginata_Warrior_Monk_Cavalry_MP	80	80	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_cavalry_naginata	2	leather	1	shogun_horse_samurai	shogun_horse_katana	shogun_mount_horse_yari	5	1					false			0	0	0	none		0		spear	12	12	12	7	7	0	mounted_lance	0	drill_set_cavalry	well_trained	15	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	7	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Naginata_warrior_monk_cavalry	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Yari_Cavalry	80	80	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_cavalry_yari	4	leather	1	shogun_horse_samurai	shogun_horse_yari	shogun_mount_horse_yari	4	1					false			0	0	0	none		0		spear	5	25	6	10	1	0	mounted_lance	0	drill_set_cavalry	well_trained	10	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	15	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Yari Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Yari_Cavalry_Dojo	80	80	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_cavalry_yari	4	leather	1	shogun_horse_samurai	shogun_horse_yari	shogun_mount_horse_yari	4	1					false			0	0	0	none		0		spear	7	30	8	12	2	0	mounted_lance	0	drill_set_cavalry	well_trained	12	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	15	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Yari Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Yari_Cavalry_MP	80	80	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_cavalry_yari	4	leather	1	shogun_horse_samurai	shogun_horse_yari	shogun_mount_horse_yari	4	1					false			0	0	0	none		0		spear	5	25	6	10	1	0	mounted_lance	0	drill_set_cavalry	well_trained	10	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	15	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Yari Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Spear_Yari_Cavalry_Takeda	80	80	0	officer_yari			shogun_samurai_test	shogun_inf_samurai	shogun_man_yari	shogun_cavalry_yari	4	leather	1	shogun_horse_samurai	shogun_horse_yari	shogun_mount_horse_yari	4	1					false			0	0	0	none		0		spear	8	30	8	12	2	0	mounted_lance	0	drill_set_cavalry	well_trained	12	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	15	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	true	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Yari Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.6000	1.2000	false
Cav_Sword_Katana_Cavalry	80	80	0	officer_katana			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_cavalry_katana	7	plate	1	shogun_horse_samurai	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	18	15	12	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	12	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Katana_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	false	0.4000	0.8000	0.6000	1.2000	false
Cav_Sword_Katana_Cavalry_MP	80	80	0	officer_katana			shogun_samurai_test	shogun_inf_samurai	shogun_man_katana	shogun_cavalry_katana	7	plate	1	shogun_horse_samurai	shogun_horse_katana	shogun_mount_horse_katana	6	1					false			0	0	0	none		0		sabre	18	15	12	8	6	0	mounted_slash	0	drill_set_cavalry	well_trained	12	4	1.4000	3.5000	3.2500	7.5000	1.2000	2.0000	2.0000	3.0000	10.0000	0	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	false	false	false	false	false	false	false	false				false	false	Unit_type_selection_Katana_Ki	Cavalry_Unit_Order_Retreat	Cavalry_in_melee	Cavalry_idle	Cavalry_enemy_approaching	Cavalry_charged	Cavalry_flanked	Cavalry_wavering	false	false	false	false	false	false	0.4000	0.8000	0.6000	1.2000	false
